Date,Name,Year,Letterboxd URI,Rating
2021-01-18,The Twilight Saga: New Moon,2009,https://boxd.it/1Hj2,2
2021-01-21,Pretty Woman,1990,https://boxd.it/2b6M,3.5
2021-01-22,Into the Wild,2007,https://boxd.it/22m2,3.5
2021-01-22,Logan Lucky,2017,https://boxd.it/dZrs,3.5
2021-01-23,A Sun,2019,https://boxd.it/n3uo,3.5
2021-01-23,American Factory,2019,https://boxd.it/kJuY,3.5
2021-01-25,Paths of Glory,1957,https://boxd.it/29b6,5
2021-01-27,Walk the Line,2005,https://boxd.it/2bdS,3
2021-01-27,The Intouchables,2011,https://boxd.it/2FT0,3.5
2021-01-27,Mission: Impossible - Rogue Nation,2015,https://boxd.it/5rI4,3
2021-01-28,Three Colors: White,1994,https://boxd.it/2b7A,4
2021-01-28,The Virgin Suicides,1999,https://boxd.it/28JG,3.5
2021-01-28,Brokeback Mountain,2005,https://boxd.it/2b2q,3.5
2021-01-28,The Twilight Saga: Eclipse,2010,https://boxd.it/1ytW,1.5
2021-01-28,Nine Lives,2016,https://boxd.it/asya,1.5
2021-01-29,Lost in Translation,2003,https://boxd.it/2b0E,4
2021-01-30,The 5th Wave,2016,https://boxd.it/9wbi,1.5
2021-01-30,Spotlight,2015,https://boxd.it/a84k,3.5
2021-01-31,Three Colors: Red,1994,https://boxd.it/2b7q,5
2021-02-01,The Twilight Saga: Breaking Dawn - Part 1,2011,https://boxd.it/DdM,1.5
2021-02-02,Hard Eight,1996,https://boxd.it/20DU,3.5
2021-02-02,Elite Squad,2007,https://boxd.it/20YI,4
2021-02-03,Emicida: AmarElo - It's All for Yesterday,2020,https://boxd.it/sLK6,3.5
2021-02-04,Hamilton,2020,https://boxd.it/kmvE,5
2021-02-04,The Man from U.N.C.L.E.,2015,https://boxd.it/67lG,3.5
2021-02-04,The Twilight Saga: Breaking Dawn - Part 2,2012,https://boxd.it/DdC,1
2021-02-05,Mission: Impossible,1996,https://boxd.it/29d2,4
2021-02-05,Transformers,2007,https://boxd.it/280c,3
2021-02-06,Collateral,2004,https://boxd.it/28F0,4
2021-02-08,Corpse Bride,2005,https://boxd.it/24WQ,3
2021-02-08,Dunkirk,2017,https://boxd.it/d0Y6,4
2021-02-09,Darkest Hour,2017,https://boxd.it/dZZa,3
2021-02-09,Annihilation,2018,https://boxd.it/9yzm,3.5
2021-02-09,Bo Burnham: Make Happy,2016,https://boxd.it/e436,4.5
2021-02-09,The Killing of a Sacred Deer,2017,https://boxd.it/dZ5G,3.5
2021-02-10,Wings of Desire,1987,https://boxd.it/2b26,4
2021-02-10,Elena,2012,https://boxd.it/51jC,3
2021-02-11,Twelve Monkeys,1995,https://boxd.it/2beQ,3.5
2021-02-11,You Don't Mess with the Zohan,2008,https://boxd.it/1VHs,1
2021-02-12,Malcolm & Marie,2021,https://boxd.it/r5cO,3
2021-02-13,To All the Boys: Always and Forever,2021,https://boxd.it/mI1A,2
2021-02-14,One Night in Miami...,2020,https://boxd.it/oCUo,4
2021-02-15,Transformers: Revenge of the Fallen,2009,https://boxd.it/20gG,0.5
2021-02-17,American Sniper,2014,https://boxd.it/5LDy,3
2021-02-17,Playing,2007,https://boxd.it/33Oe,4
2021-02-19,The Accountant,2016,https://boxd.it/9EhI,3
2021-02-19,Raiders of the Lost Ark,1981,https://boxd.it/2bbs,4
2021-02-21,Transformers: Dark of the Moon,2011,https://boxd.it/16aC,1
2021-02-21,Heat,1995,https://boxd.it/2bg8,4.5
2021-02-22,Léon: The Professional,1994,https://boxd.it/2b8S,3
2021-02-22,A Silent Voice,2016,https://boxd.it/d99c,3
2021-02-25,Swiped,2018,https://boxd.it/juNE,0.5
2021-02-25,Up in the Air,2009,https://boxd.it/1zPY,3.5
2021-02-27,The Kissing Booth,2018,https://boxd.it/geR0,1
2021-02-27,The Bling Ring,2013,https://boxd.it/3lPY,2.5
2021-02-27,The Secret,2006,https://boxd.it/1tzg,0.5
2021-02-28,Bo Burnham: What.,2013,https://boxd.it/7au4,4
2021-02-28,Birds of Passage,2018,https://boxd.it/fyVu,4
2021-02-28,The Kissing Booth 2,2020,https://boxd.it/lrky,1.5
2021-03-01,Barry Lyndon,1975,https://boxd.it/25A2,4.5
2021-03-03,This Is the End,2013,https://boxd.it/3GB4,3
2021-03-03,Shutter Island,2010,https://boxd.it/1U82,4
2021-03-04,Clue,1985,https://boxd.it/1MDQ,3.5
2021-03-05,My Neighbor Totoro,1988,https://boxd.it/20eA,3.5
2021-03-06,"Monsters, Inc.",2001,https://boxd.it/2a46,4
2021-03-06,The Revenant,2015,https://boxd.it/8H5e,4
2021-03-07,WandaVision,2021,https://boxd.it/sbGW,3.5
2021-03-07,Soul,2020,https://boxd.it/ioLA,4
2021-03-10,The True Cost,2015,https://boxd.it/bgtO,3
2021-03-11,Rocky,1976,https://boxd.it/28Uk,4
2021-03-15,Blue Velvet,1986,https://boxd.it/29BI,4
2021-03-15,GoodFellas,1990,https://boxd.it/29FA,4.5
2021-03-17,The House Bunny,2008,https://boxd.it/1RyG,1.5
2021-03-18,"Crazy, Stupid, Love.",2011,https://boxd.it/D9A,5
2021-03-18,Transformers: Age of Extinction,2014,https://boxd.it/3d1m,1
2021-03-19,Belle de Jour,1967,https://boxd.it/29Uq,4
2021-03-19,"I, Daniel Blake",2016,https://boxd.it/d0xa,4
2021-03-20,Life in a Year,2020,https://boxd.it/fVNS,2
2021-03-21,Edge of Tomorrow,2014,https://boxd.it/4pD0,4
2021-03-21,Booksmart,2019,https://boxd.it/igNS,3
2021-03-21,To All the Boys: P.S. I Still Love You,2020,https://boxd.it/kJny,1.5
2021-03-21,Sicario: Day of the Soldado,2018,https://boxd.it/e4fG,2.5
2021-03-21,Brittany Runs a Marathon,2019,https://boxd.it/jgGE,2.5
2021-03-21,Only Lovers Left Alive,2013,https://boxd.it/4O1U,4.5
2021-03-21,The Gentlemen,2019,https://boxd.it/iYBQ,3.5
2021-03-22,Zack Snyder's Justice League,2021,https://boxd.it/tLOk,3.5
2021-03-22,Brazil,1985,https://boxd.it/2be2,5
2021-03-24,After,2019,https://boxd.it/jBb8,1
2021-03-25,Ma Rainey's Black Bottom,2020,https://boxd.it/mLcm,3
2021-03-26,The Intern,2015,https://boxd.it/7AOE,2.5
2021-03-28,ViihTube: Amiga do Inimigo,2020,https://boxd.it/qPJM,0.5
2021-03-29,Bad Trip,2021,https://boxd.it/lgRG,3.5
2021-03-30,Collective,2019,https://boxd.it/mRVi,4
2021-03-31,Promising Young Woman,2020,https://boxd.it/loRE,3.5
2021-03-31,Time,2020,https://boxd.it/oiOA,2.5
2021-04-02,Zombieland,2009,https://boxd.it/1En6,3.5
2021-04-02,After We Collided,2020,https://boxd.it/mGpK,0.5
2021-04-03,Spider-Man 2,2004,https://boxd.it/2a88,4
2021-04-03,Steve Jobs,2015,https://boxd.it/araG,3.5
2021-04-03,God's Not Dead 2,2016,https://boxd.it/bDUS,1.5
2021-04-04,Pledge This!,2006,https://boxd.it/1FsQ,0.5
2021-04-06,Crip Camp: A Disability Revolution,2020,https://boxd.it/oiOg,3.5
2021-04-07,Bonnie and Clyde,1967,https://boxd.it/2ajg,3.5
2021-04-09,The Highwaymen,2019,https://boxd.it/i4ie,2.5
2021-04-12,Judas and the Black Messiah,2021,https://boxd.it/lsew,4
2021-04-12,I Care a Lot,2020,https://boxd.it/mcHk,2
2021-04-12,Antichrist,2009,https://boxd.it/1Inu,4
2021-04-14,Incendies,2010,https://boxd.it/Msm,5
2021-04-15,The Big Short,2015,https://boxd.it/ajZw,4.5
2021-04-16,The Edge of Democracy,2019,https://boxd.it/kLiA,4
2021-04-16,Waste Land,2010,https://boxd.it/MAg,3.5
2021-04-17,Malcolm X,1992,https://boxd.it/27WE,4
2021-04-18,13th,2016,https://boxd.it/elNg,3.5
2021-04-18,Elite Squad: The Enemy Within,2010,https://boxd.it/Jx4,3.5
2021-04-18,Lady Bird,2017,https://boxd.it/dGNE,3
2021-04-19,Mank,2020,https://boxd.it/mIuC,2.5
2021-04-20,Another Round,2020,https://boxd.it/lkba,4
2021-04-21,My Octopus Teacher,2020,https://boxd.it/prk2,3
2021-04-22,The Father,2020,https://boxd.it/m8Ie,4.5
2021-04-23,Hillbilly Elegy,2020,https://boxd.it/lQmY,1.5
2021-04-24,Under the Skin,2013,https://boxd.it/3mDa,4
2021-04-25,In the Tall Grass,2019,https://boxd.it/iZpm,2.5
2021-04-25,Inside Llewyn Davis,2013,https://boxd.it/34Ro,4.5
2021-04-26,Pieces of a Woman,2020,https://boxd.it/nOrQ,3.5
2021-04-26,Love and Monsters,2020,https://boxd.it/lJ6E,3.5
2021-04-27,Wildlife,2018,https://boxd.it/eKYe,3
2021-04-28,#Horror,2015,https://boxd.it/9AhO,0.5
2021-04-29,365 Days,2020,https://boxd.it/oJ9O,0.5
2021-04-30,Epic Movie,2007,https://boxd.it/1XSs,0.5
2021-05-02,Saw,2004,https://boxd.it/2aWW,3.5
2021-05-03,Rango,2011,https://boxd.it/QPk,3.5
2021-05-03,The Hunt,2012,https://boxd.it/3wEC,4.5
2021-05-03,Nights of Cabiria,1957,https://boxd.it/1F7e,4.5
2021-05-04,"Master, a Building in Copacabana",2002,https://boxd.it/gJK,4
2021-05-05,It,2017,https://boxd.it/bC8e,3
2021-05-06,Ida,2013,https://boxd.it/6fRg,5
2021-05-08,Fight Club,1999,https://boxd.it/2a9q,5
2021-05-09,The Warriors,1979,https://boxd.it/1TLC,3
2021-05-09,Room,2015,https://boxd.it/7T0y,4
2021-05-10,Holy Motors,2012,https://boxd.it/3wai,4
2021-05-11,Chicago,2002,https://boxd.it/28zm,3.5
2021-05-11,A Clockwork Orange,1971,https://boxd.it/2aVE,4.5
2021-05-11,Amélie,2001,https://boxd.it/2aUc,4.5
2021-05-11,Date Movie,2006,https://boxd.it/1X9M,0.5
2021-05-14,They Live,1988,https://boxd.it/20lm,4
2021-05-15,The Trial of the Chicago 7,2020,https://boxd.it/kn3w,3.5
2021-05-15,John Mulaney: The Comeback Kid,2015,https://boxd.it/cK4w,2.5
2021-05-15,V for Vendetta,2005,https://boxd.it/29Ik,3.5
2021-05-15,Ashes of Time,1994,https://boxd.it/111K,3.5
2021-05-16,Pad Man,2018,https://boxd.it/fX5e,3
2021-05-16,Funeral Parade of Roses,1969,https://boxd.it/28Cg,4
2021-05-17,Won't You Be My Neighbor?,2018,https://boxd.it/hDPU,4
2021-05-17,Alice in the Cities,1974,https://boxd.it/27cG,4.5
2021-05-18,Placebo,2014,https://boxd.it/a8BI,3
2021-05-19,Dumb and Dumber,1994,https://boxd.it/206m,3.5
2021-05-20,Sinister,2012,https://boxd.it/2TnW,3
2021-05-21,El Topo,1970,https://boxd.it/1QYS,3.5
2021-05-21,Songs My Brothers Taught Me,2015,https://boxd.it/9Thy,3.5
2021-05-22,1917,2019,https://boxd.it/jj4y,3
2021-05-22,Jumanji: Welcome to the Jungle,2017,https://boxd.it/bUeE,3
2021-05-22,Army of the Dead,2021,https://boxd.it/ic7S,2.5
2021-05-23,2046,2004,https://boxd.it/29tu,4
2021-05-24,All About My Mother,1999,https://boxd.it/2b9c,4
2021-05-25,Midnight in Paris,2011,https://boxd.it/i4a,4
2021-05-26,The Hunger Games,2012,https://boxd.it/2uds,3
2021-05-26,If Beale Street Could Talk,2018,https://boxd.it/gGhu,3.5
2021-05-26,Little Man,2006,https://boxd.it/1ZeE,1.5
2021-05-27,Kiki's Delivery Service,1989,https://boxd.it/1JAY,3.5
2021-05-27,The Dance of Reality,2013,https://boxd.it/4qFw,3
