Date,Name,Year,Letterboxd URI,Rating
2020-06-29,Over the Garden Wall,2014,https://boxd.it/eqFw,3.5
2020-06-29,Drive,2011,https://boxd.it/IG,4
2020-06-29,Good Time,2017,https://boxd.it/fcFu,4.5
2020-06-30,Pulp Fiction,1994,https://boxd.it/29Pq,4.5
2020-06-30,Fight Club,1999,https://boxd.it/2a9q,4.5
2020-06-30,Donnie Darko,2001,https://boxd.it/2b2A,3.5
2020-06-30,2001: A Space Odyssey,1968,https://boxd.it/2bf0,5
2020-06-30,"The Good, the Bad and the Ugly",1966,https://boxd.it/2ape,5
2020-07-14,Modern Times,1936,https://boxd.it/25MC,4.5
2020-07-17,Up,2009,https://boxd.it/1OEc,3.5
2020-07-19,My Neighbor Totoro,1988,https://boxd.it/20eA,4
2020-07-19,The Platform,2019,https://boxd.it/mUm6,3
2020-07-21,Frank,2014,https://boxd.it/5hII,4
2020-07-28,City of God,2002,https://boxd.it/2a2a,4.5
2020-07-28,Bacurau,2019,https://boxd.it/fSUG,3.5
2020-08-09,Nocturnal Animals,2016,https://boxd.it/bkFu,4.5
2020-08-22,Phantom Thread,2017,https://boxd.it/e4uc,4.5
2020-08-22,Sicario,2015,https://boxd.it/8i7u,4
2020-08-31,The Florida Project,2017,https://boxd.it/dMG0,4.5
2020-09-06,Fantastic Mr. Fox,2009,https://boxd.it/1WyQ,4.5
2020-09-06,Inside Out,2015,https://boxd.it/4KHC,4
2020-09-07,No Country for Old Men,2007,https://boxd.it/21ew,4.5
2020-09-09,The Master,2012,https://boxd.it/2cBG,4
2020-09-10,Parasite,2019,https://boxd.it/hTha,4.5
2020-09-10,Blindspotting,2018,https://boxd.it/hDMw,4.5
2020-09-10,Alien,1979,https://boxd.it/2awY,4
2020-09-10,Ghost in the Shell,1995,https://boxd.it/1YYc,4
2020-09-16,Moonlight,2016,https://boxd.it/d6bE,4.5
2020-10-03,Where the Wild Things Are,2009,https://boxd.it/1K0C,3.5
2020-10-09,Everything Is a Remix,2010,https://boxd.it/7rCE,3.5
2020-10-14,One Flew Over the Cuckoo's Nest,1975,https://boxd.it/2aeA,4
2020-10-16,The Empire Strikes Back,1980,https://boxd.it/27Vw,4
2020-10-25,Easy A,2010,https://boxd.it/17DK,4
2020-10-25,Eternal Sunshine of the Spotless Mind,2004,https://boxd.it/6YK,4.5
2020-10-26,Hot Fuzz,2007,https://boxd.it/2416,4
2020-10-26,Arrival,2016,https://boxd.it/aNGk,4.5
2020-10-26,The Second Mother,2015,https://boxd.it/9Ydm,3.5
2020-10-27,The Wrestler,2008,https://boxd.it/1So8,4
2020-10-28,The Seventh Seal,1957,https://boxd.it/2ahO,4.5
2020-10-28,Borat Subsequent Moviefilm,2020,https://boxd.it/rNS0,3.5
2020-10-30,Sausage Party,2016,https://boxd.it/6CCe,2
2020-10-31,BlacKkKlansman,2018,https://boxd.it/hxL8,4
2020-10-31,Hereditary,2018,https://boxd.it/hNVe,4
2020-10-31,Ida,2013,https://boxd.it/6fRg,4.5
2020-10-31,Jumanji: The Next Level,2019,https://boxd.it/ixu4,3
2020-10-31,The Perks of Being a Wallflower,2012,https://boxd.it/2ZA8,4
2020-11-03,There Will Be Blood,2007,https://boxd.it/20Z2,5
2020-11-04,Portrait of a Lady on Fire,2019,https://boxd.it/jkPq,4.5
2020-11-04,Inception,2010,https://boxd.it/1skk,3.5
2020-11-04,John Wick: Chapter 2,2017,https://boxd.it/ayGu,3.5
2020-11-04,John Wick,2014,https://boxd.it/7dEc,3.5
2020-11-05,John Wick: Chapter 3 - Parabellum,2019,https://boxd.it/gmFw,3.5
2020-11-06,La La Land,2016,https://boxd.it/a5fa,5
2020-11-06,Green Book,2018,https://boxd.it/hErk,2.5
2020-11-06,The Judge,2014,https://boxd.it/6aiU,3
2020-11-06,The Emperor's Club,2002,https://boxd.it/1J2s,3
2020-11-06,The Martian,2015,https://boxd.it/8SeG,2.5
2020-11-06,Captain America: Civil War,2016,https://boxd.it/89Ja,2.5
2020-11-06,Batman Begins,2005,https://boxd.it/2aIg,3
2020-11-06,The Imitation Game,2014,https://boxd.it/6aig,3
2020-11-06,Star Wars: Episode III - Revenge of the Sith,2005,https://boxd.it/27US,2
2020-11-06,Venom,2018,https://boxd.it/b8wA,1.5
2020-11-06,Jurassic World: Fallen Kingdom,2018,https://boxd.it/bOnU,1.5
2020-11-06,God's Not Dead,2014,https://boxd.it/7jAg,0.5
2020-11-06,V for Vendetta,2005,https://boxd.it/29Ik,3.5
2020-11-10,Midsommar,2019,https://boxd.it/jhxe,5
2020-11-10,Casablanca,1942,https://boxd.it/2aG0,4.5
2020-11-10,Joker,2019,https://boxd.it/h4cS,3.5
2020-11-10,The Avengers,2012,https://boxd.it/1xFW,3.5
2020-11-10,Avengers: Infinity War,2018,https://boxd.it/9vEe,3.5
2020-11-10,The Lighthouse,2019,https://boxd.it/icFU,4.5
2020-11-12,Dogtooth,2009,https://boxd.it/158K,3.5
2020-11-12,Jojo Rabbit,2019,https://boxd.it/iEBG,4
2020-11-13,Black Swan,2010,https://boxd.it/Sw0,4.5
2020-11-15,Birdman or (The Unexpected Virtue of Ignorance),2014,https://boxd.it/5RFA,5
2020-11-16,Life Is Beautiful,1997,https://boxd.it/29Wm,4
2020-11-18,Neighbors,2014,https://boxd.it/5Txe,2.5
2020-11-19,The Salt of the Earth,2014,https://boxd.it/7Uyc,4.5
2020-11-20,Dallas Buyers Club,2013,https://boxd.it/4O8G,3.5
2020-11-20,Enemy,2013,https://boxd.it/5xtO,3.5
2020-11-20,Spider-Man: Into the Spider-Verse,2018,https://boxd.it/azpY,4
2020-11-20,The Shack,2017,https://boxd.it/bAKK,2.5
2020-11-20,Harry Potter and the Deathly Hallows: Part 2,2011,https://boxd.it/1RYk,3.5
2020-11-21,The Secret Life of Pets,2016,https://boxd.it/aJ5E,1.5
2020-11-23,Leviathan,2014,https://boxd.it/7Ub8,4
2020-11-23,Central Station,1998,https://boxd.it/29RG,4.5
2020-11-27,The Holy Mountain,1973,https://boxd.it/20mu,4.5
2020-11-27,Monty Python and the Holy Grail,1975,https://boxd.it/29GI,4.5
2020-11-30,The Neighbors' Window,2019,https://boxd.it/m92e,3
2020-12-01,Waves,2019,https://boxd.it/jpmy,3.5
2020-12-05,Game Night,2018,https://boxd.it/fRtu,3
2020-12-07,Under the Silver Lake,2018,https://boxd.it/dSAs,4
2020-12-08,The Grand Budapest Hotel,2014,https://boxd.it/3ZqO,4.5
2020-12-08,Scott Pilgrim vs. the World,2010,https://boxd.it/1Aq6,5
2020-12-20,Annie Hall,1977,https://boxd.it/29M2,4
2020-12-26,Under the Skin,2013,https://boxd.it/q5zc,4
2020-12-27,Under the Skin,2013,https://boxd.it/3mDa,4
2021-01-05,Call Me by Your Name,2017,https://boxd.it/dYmm,4.5
2021-01-09,Wonder Woman,2017,https://boxd.it/9roG,3.5
2021-01-12,Braveheart,1995,https://boxd.it/2aTI,4
2021-01-12,Anomalisa,2015,https://boxd.it/97TE,4
2021-01-17,American Beauty,1999,https://boxd.it/71Y,4.5
2021-01-18,The Twilight Saga: New Moon,2009,https://boxd.it/1Hj2,2
2021-01-22,Predator,1987,https://boxd.it/2b84,4
2021-01-28,Star Wars: The Force Awakens,2015,https://boxd.it/4vru,3.5
2021-01-28,Nine Lives,2016,https://boxd.it/asya,1.5
2021-01-30,The 5th Wave,2016,https://boxd.it/9wbi,1.5
2021-02-01,The Twilight Saga: Breaking Dawn - Part 1,2011,https://boxd.it/DdM,1.5
2021-02-04,The Twilight Saga: Breaking Dawn - Part 2,2012,https://boxd.it/DdC,1.5
2021-02-08,Dunkirk,2017,https://boxd.it/d0Y6,4
2021-02-09,Sin City,2005,https://boxd.it/2aVk,4
2021-02-09,The Killing of a Sacred Deer,2017,https://boxd.it/dZ5G,4
2021-02-14,Cats,2019,https://boxd.it/jydK,0.5
2021-02-17,The King of Comedy,1982,https://boxd.it/2aJS,4.5
2021-02-25,Swiped,2018,https://boxd.it/juNE,0.5
2021-02-25,Transformers: Revenge of the Fallen,2009,https://boxd.it/20gG,1
2021-02-26,The Kissing Booth,2018,https://boxd.it/geR0,1
2021-02-26,Twilight,2008,https://boxd.it/1Zui,1.5
2021-02-26,Star Wars: Episode I - The Phantom Menace,1999,https://boxd.it/27Vc,1.5
2021-02-26,You Don't Mess with the Zohan,2008,https://boxd.it/1VHs,1.5
2021-02-26,The Twilight Saga: Eclipse,2010,https://boxd.it/1ytW,1.5
2021-02-26,Transformers: Dark of the Moon,2011,https://boxd.it/16aC,1.5
2021-02-26,Star Wars: Episode II - Attack of the Clones,2002,https://boxd.it/27V2,1.5
2021-02-27,The Secret,2006,https://boxd.it/1tzg,0.5
2021-02-28,The Kissing Booth 2,2020,https://boxd.it/lrky,1.5
2021-03-10,The True Cost,2015,https://boxd.it/bgtO,3
2021-03-16,Barry Lyndon,1975,https://boxd.it/25A2,5
2021-03-16,Amélie,2001,https://boxd.it/2aUc,5
2021-03-17,The House Bunny,2008,https://boxd.it/1RyG,1.5
2021-03-18,Transformers,2007,https://boxd.it/280c,2.5
2021-03-18,Avengers: Age of Ultron,2015,https://boxd.it/3qi6,2
2021-03-18,Fantastic Beasts and Where to Find Them,2016,https://boxd.it/7FPC,3
2021-03-18,Transformers: Age of Extinction,2014,https://boxd.it/3d1m,1
2021-03-19,The Big Short,2015,https://boxd.it/ajZw,4
2021-03-22,Brazil,1985,https://boxd.it/2be2,5
2021-03-24,After,2019,https://boxd.it/jBb8,1
2021-03-28,The Ballad of Buster Scruggs,2018,https://boxd.it/jB2q,4
2021-03-28,ViihTube: Amiga do Inimigo,2020,https://boxd.it/qPJM,1
2021-03-29,Climax,2018,https://boxd.it/ikvo,4
2021-04-02,After We Collided,2020,https://boxd.it/mGpK,0.5
2021-04-03,God's Not Dead 2,2016,https://boxd.it/bDUS,1.5
2021-04-04,Pledge This!,2006,https://boxd.it/1FsQ,0.5
2021-04-08,Collective,2019,https://boxd.it/mRVi,4
2021-04-14,Incendies,2010,https://boxd.it/Msm,4.5
2021-04-16,The Edge of Democracy,2019,https://boxd.it/kLiA,4.5
2021-04-18,Sound of Metal,2019,https://boxd.it/i7Q4,4
2021-04-19,The Trial of the Chicago 7,2020,https://boxd.it/kn3w,4
2021-04-23,Judas and the Black Messiah,2021,https://boxd.it/lsew,3.5
2021-04-25,In the Tall Grass,2019,https://boxd.it/iZpm,3
2021-04-27,The Witch,2015,https://boxd.it/9X0m,4
2021-04-28,Midnight in Paris,2011,https://boxd.it/i4a,3.5
2021-04-28,#Horror,2015,https://boxd.it/9AhO,0.5
2021-04-29,365 Days,2020,https://boxd.it/oJ9O,0.5
2021-04-30,Epic Movie,2007,https://boxd.it/1XSs,0.5
2021-05-02,Saw,2004,https://boxd.it/2aWW,3.5
2021-05-05,First Man,2018,https://boxd.it/cPym,4
2021-05-06,Pirates of the Caribbean: The Curse of the Black Pearl,2003,https://boxd.it/70G,3.5
2021-05-07,Pirates of the Caribbean: Dead Man's Chest,2006,https://boxd.it/2bfk,3
2021-05-11,Zodiac,2007,https://boxd.it/27MO,4
2021-05-11,Pirates of the Caribbean: At World's End,2007,https://boxd.it/2aGu,3
2021-05-11,Pirates of the Caribbean: On Stranger Tides,2011,https://boxd.it/27Z4,2.5
2021-05-11,Harry Potter and the Order of the Phoenix,2007,https://boxd.it/29Qe,4
2021-05-11,Date Movie,2006,https://boxd.it/1X9M,0.5
2021-05-15,In the Mood for Love,2000,https://boxd.it/29tE,3.5
2021-05-21,El Topo,1970,https://boxd.it/1QYS,1.5
2021-05-21,Wings of Desire,1987,https://boxd.it/2b26,4.5
2021-05-21,The Father,2020,https://boxd.it/m8Ie,4.5
2021-05-23,Mank,2020,https://boxd.it/mIuC,3
2021-05-26,Little Man,2006,https://boxd.it/1ZeE,1.5
